query_id,stage,strategy_a,strategy_b,size_a,size_b,overlap_count,overlap_rate,jaccard
Q031,final_doc_top10,rrf,weighted,10,10,8,0.8,0.6666666666666666
Q032,pre_doc_top50,simple,rrf,23,23,23,1.0,1.0
Q032,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q032,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q032,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q032,pre_doc_top50,simple,weighted,23,23,23,1.0,1.0
Q032,pre_chunk_top50,simple,weighted,50,50,49,0.98,0.9607843137254902
Q032,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q032,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q032,pre_doc_top50,rrf,weighted,23,23,23,1.0,1.0
Q032,pre_chunk_top50,rrf,weighted,50,50,49,0.98,0.9607843137254902
Q032,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q032,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q033,pre_doc_top50,simple,rrf,34,34,34,1.0,1.0
Q033,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q033,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q033,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q033,pre_doc_top50,simple,weighted,34,32,30,0.9375,0.8333333333333334
Q033,pre_chunk_top50,simple,weighted,50,50,44,0.88,0.7857142857142857
Q033,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q033,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q033,pre_doc_top50,rrf,weighted,34,32,30,0.9375,0.8333333333333334
Q033,pre_chunk_top50,rrf,weighted,50,50,44,0.88,0.7857142857142857
Q033,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q033,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q034,pre_doc_top50,simple,rrf,20,20,20,1.0,1.0
Q034,pre_chunk_top50,simple,rrf,50,50,48,0.96,0.9230769230769231
Q034,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q034,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q034,pre_doc_top50,simple,weighted,20,20,20,1.0,1.0
Q034,pre_chunk_top50,simple,weighted,50,50,48,0.96,0.9230769230769231
Q034,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q034,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q034,pre_doc_top50,rrf,weighted,20,20,20,1.0,1.0
Q034,pre_chunk_top50,rrf,weighted,50,50,49,0.98,0.9607843137254902
Q034,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q034,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q035,pre_doc_top50,simple,rrf,33,33,33,1.0,1.0
Q035,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q035,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q035,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q035,pre_doc_top50,simple,weighted,33,34,33,1.0,0.9705882352941176
Q035,pre_chunk_top50,simple,weighted,50,50,47,0.94,0.8867924528301887
Q035,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q035,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q035,pre_doc_top50,rrf,weighted,33,34,33,1.0,0.9705882352941176
Q035,pre_chunk_top50,rrf,weighted,50,50,47,0.94,0.8867924528301887
Q035,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q035,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q036,pre_doc_top50,simple,rrf,24,24,24,1.0,1.0
Q036,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q036,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q036,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q036,pre_doc_top50,simple,weighted,24,23,21,0.9130434782608695,0.8076923076923077
Q036,pre_chunk_top50,simple,weighted,50,50,46,0.92,0.8518518518518519
Q036,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q036,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q036,pre_doc_top50,rrf,weighted,24,23,21,0.9130434782608695,0.8076923076923077
Q036,pre_chunk_top50,rrf,weighted,50,50,46,0.92,0.8518518518518519
Q036,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q036,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q037,pre_doc_top50,simple,rrf,32,32,32,1.0,1.0
Q037,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q037,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q037,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q037,pre_doc_top50,simple,weighted,32,30,26,0.8666666666666667,0.7222222222222222
Q037,pre_chunk_top50,simple,weighted,50,50,39,0.78,0.639344262295082
Q037,final_doc_top5,simple,weighted,5,5,3,0.6,0.42857142857142855
Q037,final_doc_top10,simple,weighted,10,10,8,0.8,0.6666666666666666
Q037,pre_doc_top50,rrf,weighted,32,30,26,0.8666666666666667,0.7222222222222222
Q037,pre_chunk_top50,rrf,weighted,50,50,39,0.78,0.639344262295082
Q037,final_doc_top5,rrf,weighted,5,5,3,0.6,0.42857142857142855
Q037,final_doc_top10,rrf,weighted,10,10,8,0.8,0.6666666666666666
Q038,pre_doc_top50,simple,rrf,30,30,30,1.0,1.0
Q038,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q038,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q038,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q038,pre_doc_top50,simple,weighted,30,29,26,0.896551724137931,0.7878787878787878
Q038,pre_chunk_top50,simple,weighted,50,50,43,0.86,0.7543859649122807
Q038,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q038,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q038,pre_doc_top50,rrf,weighted,30,29,26,0.896551724137931,0.7878787878787878
Q038,pre_chunk_top50,rrf,weighted,50,50,43,0.86,0.7543859649122807
Q038,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q038,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q039,pre_doc_top50,simple,rrf,20,20,20,1.0,1.0
Q039,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q039,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q039,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q039,pre_doc_top50,simple,weighted,20,23,18,0.9,0.72
Q039,pre_chunk_top50,simple,weighted,50,50,40,0.8,0.6666666666666666
Q039,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q039,final_doc_top10,simple,weighted,10,10,8,0.8,0.6666666666666666
Q039,pre_doc_top50,rrf,weighted,20,23,18,0.9,0.72
Q039,pre_chunk_top50,rrf,weighted,50,50,40,0.8,0.6666666666666666
Q039,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q039,final_doc_top10,rrf,weighted,10,10,8,0.8,0.6666666666666666
Q040,pre_doc_top50,simple,rrf,39,39,39,1.0,1.0
Q040,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q040,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q040,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q040,pre_doc_top50,simple,weighted,39,39,38,0.9743589743589743,0.95
Q040,pre_chunk_top50,simple,weighted,50,50,47,0.94,0.8867924528301887
Q040,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q040,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q040,pre_doc_top50,rrf,weighted,39,39,38,0.9743589743589743,0.95
Q040,pre_chunk_top50,rrf,weighted,50,50,47,0.94,0.8867924528301887
Q040,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q040,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q041,pre_doc_top50,simple,rrf,38,38,38,1.0,1.0
Q041,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q041,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q041,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q041,pre_doc_top50,simple,weighted,38,34,33,0.9705882352941176,0.8461538461538461
Q041,pre_chunk_top50,simple,weighted,50,50,45,0.9,0.8181818181818182
Q041,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q041,final_doc_top10,simple,weighted,10,10,9,0.9,0.8181818181818182
Q041,pre_doc_top50,rrf,weighted,38,34,33,0.9705882352941176,0.8461538461538461
Q041,pre_chunk_top50,rrf,weighted,50,50,45,0.9,0.8181818181818182
Q041,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q041,final_doc_top10,rrf,weighted,10,10,9,0.9,0.8181818181818182
Q042,pre_doc_top50,simple,rrf,26,26,26,1.0,1.0
Q042,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q042,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q042,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q042,pre_doc_top50,simple,weighted,26,25,23,0.92,0.8214285714285714
Q042,pre_chunk_top50,simple,weighted,50,50,46,0.92,0.8518518518518519
Q042,final_doc_top5,simple,weighted,5,5,3,0.6,0.42857142857142855
Q042,final_doc_top10,simple,weighted,10,10,8,0.8,0.6666666666666666
Q042,pre_doc_top50,rrf,weighted,26,25,23,0.92,0.8214285714285714
Q042,pre_chunk_top50,rrf,weighted,50,50,46,0.92,0.8518518518518519
Q042,final_doc_top5,rrf,weighted,5,5,3,0.6,0.42857142857142855
Q042,final_doc_top10,rrf,weighted,10,10,8,0.8,0.6666666666666666
Q043,pre_doc_top50,simple,rrf,18,18,18,1.0,1.0
Q043,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q043,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q043,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q043,pre_doc_top50,simple,weighted,18,16,15,0.9375,0.7894736842105263
Q043,pre_chunk_top50,simple,weighted,50,50,44,0.88,0.7857142857142857
Q043,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q043,final_doc_top10,simple,weighted,10,10,8,0.8,0.6666666666666666
Q043,pre_doc_top50,rrf,weighted,18,16,15,0.9375,0.7894736842105263
Q043,pre_chunk_top50,rrf,weighted,50,50,44,0.88,0.7857142857142857
Q043,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q043,final_doc_top10,rrf,weighted,10,10,8,0.8,0.6666666666666666
Q044,pre_doc_top50,simple,rrf,23,23,23,1.0,1.0
Q044,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q044,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q044,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q044,pre_doc_top50,simple,weighted,23,23,23,1.0,1.0
Q044,pre_chunk_top50,simple,weighted,50,50,50,1.0,1.0
Q044,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q044,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q044,pre_doc_top50,rrf,weighted,23,23,23,1.0,1.0
Q044,pre_chunk_top50,rrf,weighted,50,50,50,1.0,1.0
Q044,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q044,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q045,pre_doc_top50,simple,rrf,26,26,26,1.0,1.0
Q045,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q045,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q045,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q045,pre_doc_top50,simple,weighted,26,23,22,0.9565217391304348,0.8148148148148148
Q045,pre_chunk_top50,simple,weighted,50,50,42,0.84,0.7241379310344828
Q045,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q045,final_doc_top10,simple,weighted,10,10,9,0.9,0.8181818181818182
Q045,pre_doc_top50,rrf,weighted,26,23,22,0.9565217391304348,0.8148148148148148
Q045,pre_chunk_top50,rrf,weighted,50,50,42,0.84,0.7241379310344828
Q045,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q045,final_doc_top10,rrf,weighted,10,10,9,0.9,0.8181818181818182
Q046,pre_doc_top50,simple,rrf,20,20,20,1.0,1.0
Q046,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q046,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q046,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q046,pre_doc_top50,simple,weighted,20,19,17,0.8947368421052632,0.7727272727272727
Q046,pre_chunk_top50,simple,weighted,50,50,38,0.76,0.6129032258064516
Q046,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q046,final_doc_top10,simple,weighted,10,10,8,0.8,0.6666666666666666
Q046,pre_doc_top50,rrf,weighted,20,19,17,0.8947368421052632,0.7727272727272727
Q046,pre_chunk_top50,rrf,weighted,50,50,38,0.76,0.6129032258064516
Q046,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q046,final_doc_top10,rrf,weighted,10,10,8,0.8,0.6666666666666666
Q047,pre_doc_top50,simple,rrf,30,30,30,1.0,1.0
Q047,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q047,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q047,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q047,pre_doc_top50,simple,weighted,30,30,27,0.9,0.8181818181818182
Q047,pre_chunk_top50,simple,weighted,50,50,41,0.82,0.6949152542372882
Q047,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q047,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q047,pre_doc_top50,rrf,weighted,30,30,27,0.9,0.8181818181818182
Q047,pre_chunk_top50,rrf,weighted,50,50,41,0.82,0.6949152542372882
Q047,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q047,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q048,pre_doc_top50,simple,rrf,18,18,18,1.0,1.0
Q048,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q048,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q048,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q048,pre_doc_top50,simple,weighted,18,17,13,0.7647058823529411,0.5909090909090909
Q048,pre_chunk_top50,simple,weighted,50,50,40,0.8,0.6666666666666666
Q048,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q048,final_doc_top10,simple,weighted,10,10,7,0.7,0.5384615384615384
Q048,pre_doc_top50,rrf,weighted,18,17,13,0.7647058823529411,0.5909090909090909
Q048,pre_chunk_top50,rrf,weighted,50,50,40,0.8,0.6666666666666666
Q048,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q048,final_doc_top10,rrf,weighted,10,10,7,0.7,0.5384615384615384
Q049,pre_doc_top50,simple,rrf,37,37,37,1.0,1.0
Q049,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q049,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q049,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q049,pre_doc_top50,simple,weighted,37,36,36,1.0,0.972972972972973
Q049,pre_chunk_top50,simple,weighted,50,50,49,0.98,0.9607843137254902
Q049,final_doc_top5,simple,weighted,5,5,5,1.0,1.0
Q049,final_doc_top10,simple,weighted,10,10,10,1.0,1.0
Q049,pre_doc_top50,rrf,weighted,37,36,36,1.0,0.972972972972973
Q049,pre_chunk_top50,rrf,weighted,50,50,49,0.98,0.9607843137254902
Q049,final_doc_top5,rrf,weighted,5,5,5,1.0,1.0
Q049,final_doc_top10,rrf,weighted,10,10,10,1.0,1.0
Q050,pre_doc_top50,simple,rrf,18,18,18,1.0,1.0
Q050,pre_chunk_top50,simple,rrf,50,50,50,1.0,1.0
Q050,final_doc_top5,simple,rrf,5,5,5,1.0,1.0
Q050,final_doc_top10,simple,rrf,10,10,10,1.0,1.0
Q050,pre_doc_top50,simple,weighted,18,14,12,0.8571428571428571,0.6
Q050,pre_chunk_top50,simple,weighted,50,50,37,0.74,0.5873015873015873
Q050,final_doc_top5,simple,weighted,5,5,4,0.8,0.6666666666666666
Q050,final_doc_top10,simple,weighted,10,10,7,0.7,0.5384615384615384
Q050,pre_doc_top50,rrf,weighted,18,14,12,0.8571428571428571,0.6
Q050,pre_chunk_top50,rrf,weighted,50,50,37,0.74,0.5873015873015873
Q050,final_doc_top5,rrf,weighted,5,5,4,0.8,0.6666666666666666
Q050,final_doc_top10,rrf,weighted,10,10,7,0.7,0.5384615384615384
