record_id,source_file,title_abstract_token_len,full_token_len,exceeds_512_title_abstract,exceeds_512_full,estimated_chunks_title_abstract,estimated_chunks_full
pmc_000071,PMC000xxxxxx/PMC340941.xml,237,14994,False,True,1,47
pmc_000072,PMC000xxxxxx/PMC340942.xml,605,13111,True,True,2,41
pmc_000073,PMC000xxxxxx/PMC340943.xml,51,3177,False,True,1,10
pmc_000074,PMC000xxxxxx/PMC340944.xml,337,8337,False,True,1,26
pmc_000075,PMC000xxxxxx/PMC340945.xml,41,1714,False,True,1,6
pmc_000076,PMC000xxxxxx/PMC340946.xml,11,844,False,True,1,3
pmc_000077,PMC000xxxxxx/PMC340947.xml,200,8968,False,True,1,28
pmc_000078,PMC000xxxxxx/PMC340948.xml,231,10111,False,True,1,32
pmc_000079,PMC000xxxxxx/PMC340949.xml,26,3834,False,True,1,12
pmc_000080,PMC000xxxxxx/PMC340950.xml,36,1130,False,True,1,4
pmc_000081,PMC000xxxxxx/PMC340951.xml,27,1297,False,True,1,4
pmc_000082,PMC000xxxxxx/PMC340952.xml,251,13542,False,True,1,43
pmc_000083,PMC000xxxxxx/PMC340953.xml,13,949,False,True,1,3
pmc_000084,PMC000xxxxxx/PMC340954.xml,48,3589,False,True,1,11
pmc_000085,PMC000xxxxxx/PMC340955.xml,45,4132,False,True,1,13
pmc_000086,PMC000xxxxxx/PMC340956.xml,34,4048,False,True,1,13
pmc_000087,PMC000xxxxxx/PMC340957.xml,11,587,False,True,1,2
pmc_000088,PMC000xxxxxx/PMC340958.xml,18,862,False,True,1,3
pmc_000089,PMC000xxxxxx/PMC340959.xml,7,911,False,True,1,3
pmc_000090,PMC000xxxxxx/PMC340960.xml,11,767,False,True,1,3
pmc_000091,PMC000xxxxxx/PMC340961.xml,11,646,False,True,1,2
pmc_000092,PMC000xxxxxx/PMC340962.xml,12,943,False,True,1,3
pmc_000093,PMC000xxxxxx/PMC340963.xml,21,1217,False,True,1,4
pmc_000094,PMC000xxxxxx/PMC340964.xml,12,784,False,True,1,3
pmc_000095,PMC000xxxxxx/PMC350664.xml,308,12144,False,True,1,38
pmc_000096,PMC000xxxxxx/PMC350667.xml,335,12408,False,True,1,39
pmc_000097,PMC000xxxxxx/PMC350672.xml,8,956,False,True,1,3
pmc_000098,PMC000xxxxxx/PMC350674.xml,6,1044,False,True,1,4
pmc_000099,PMC000xxxxxx/PMC359389.xml,44,2801,False,True,1,9
pmc_000100,PMC000xxxxxx/PMC368155.xml,50,2211,False,True,1,7
pmc_000101,PMC000xxxxxx/PMC368156.xml,43,4161,False,True,1,13
pmc_000102,PMC000xxxxxx/PMC368157.xml,290,9740,False,True,1,31
pmc_000103,PMC000xxxxxx/PMC368158.xml,215,8603,False,True,1,27
pmc_000104,PMC000xxxxxx/PMC368159.xml,268,5218,False,True,1,17
pmc_000105,PMC000xxxxxx/PMC368160.xml,37,3461,False,True,1,11
pmc_000106,PMC000xxxxxx/PMC368161.xml,273,12871,False,True,1,40
pmc_000107,PMC000xxxxxx/PMC368162.xml,29,2124,False,True,1,7
pmc_000108,PMC000xxxxxx/PMC368163.xml,44,3534,False,True,1,11
pmc_000109,PMC000xxxxxx/PMC368164.xml,478,15625,False,True,2,49
pmc_000110,PMC000xxxxxx/PMC368165.xml,14,1017,False,True,1,3
pmc_000111,PMC000xxxxxx/PMC368166.xml,37,1199,False,True,1,4
pmc_000112,PMC000xxxxxx/PMC368167.xml,38,1443,False,True,1,5
pmc_000113,PMC000xxxxxx/PMC368168.xml,36,1925,False,True,1,6
pmc_000114,PMC000xxxxxx/PMC368169.xml,546,8587,True,True,2,27
pmc_000115,PMC000xxxxxx/PMC368170.xml,13,1158,False,True,1,4
pmc_000116,PMC000xxxxxx/PMC368171.xml,430,13353,False,True,2,42
pmc_000117,PMC000xxxxxx/PMC368172.xml,508,7663,False,True,2,24
pmc_000118,PMC000xxxxxx/PMC368173.xml,354,16621,False,True,1,52
pmc_000119,PMC000xxxxxx/PMC368174.xml,13,865,False,True,1,3
pmc_000120,PMC000xxxxxx/PMC368175.xml,19,959,False,True,1,3
pmc_000121,PMC000xxxxxx/PMC368176.xml,10,800,False,True,1,3
pmc_000122,PMC000xxxxxx/PMC368177.xml,11,694,False,True,1,2
pmc_000123,PMC000xxxxxx/PMC368178.xml,11,922,False,True,1,3
pmc_000124,PMC000xxxxxx/PMC368179.xml,16,950,False,True,1,3
pmc_000125,PMC000xxxxxx/PMC368180.xml,13,998,False,True,1,3
pmc_000126,PMC000xxxxxx/PMC368181.xml,23,635,False,True,1,2
pmc_000127,PMC000xxxxxx/PMC374241.xml,268,11758,False,True,1,37
pmc_000128,PMC000xxxxxx/PMC374242.xml,10,1115,False,True,1,4
pmc_000129,PMC000xxxxxx/PMC374243.xml,352,10606,False,True,1,33
pmc_000130,PMC000xxxxxx/PMC374244.xml,447,14887,False,True,2,47
pmc_000131,PMC000xxxxxx/PMC374245.xml,10,760,False,True,1,3
pmc_000132,PMC000xxxxxx/PMC374246.xml,18,1081,False,True,1,4
pmc_000133,PMC000xxxxxx/PMC385219.xml,214,6740,False,True,1,21
pmc_000134,PMC000xxxxxx/PMC385220.xml,16,985,False,True,1,3
pmc_000135,PMC000xxxxxx/PMC387263.xml,267,12458,False,True,1,39
pmc_000136,PMC000xxxxxx/PMC387264.xml,300,12338,False,True,1,39
pmc_000137,PMC000xxxxxx/PMC387265.xml,424,12173,False,True,2,38
pmc_000138,PMC000xxxxxx/PMC387266.xml,13,989,False,True,1,3
pmc_000139,PMC000xxxxxx/PMC387267.xml,220,7092,False,True,1,22
pmc_000140,PMC000xxxxxx/PMC387268.xml,254,11677,False,True,1,37
pmc_000141,PMC000xxxxxx/PMC387269.xml,36,892,False,True,1,3
pmc_000142,PMC000xxxxxx/PMC387270.xml,37,1652,False,True,1,5
pmc_000143,PMC000xxxxxx/PMC387271.xml,38,2567,False,True,1,8
pmc_000144,PMC000xxxxxx/PMC387272.xml,19,862,False,True,1,3
pmc_000145,PMC000xxxxxx/PMC387273.xml,38,1309,False,True,1,4
pmc_000146,PMC000xxxxxx/PMC387274.xml,218,7729,False,True,1,24
pmc_000147,PMC000xxxxxx/PMC387275.xml,265,13130,False,True,1,41
pmc_000148,PMC000xxxxxx/PMC387276.xml,9,954,False,True,1,3
pmc_000149,PMC000xxxxxx/PMC387277.xml,34,1487,False,True,1,5
pmc_000150,PMC000xxxxxx/PMC387278.xml,45,4614,False,True,1,15
pmc_000151,PMC000xxxxxx/PMC387279.xml,13,793,False,True,1,3
pmc_000152,PMC000xxxxxx/PMC387280.xml,9,867,False,True,1,3
pmc_000153,PMC000xxxxxx/PMC387282.xml,8,972,False,True,1,3
pmc_000154,PMC000xxxxxx/PMC387283.xml,299,3282,False,True,1,11
pmc_000155,PMC000xxxxxx/PMC387284.xml,48,4025,False,True,1,13
pmc_000156,PMC000xxxxxx/PMC387285.xml,37,1258,False,True,1,4
pmc_000157,PMC000xxxxxx/PMC387287.xml,54,3095,False,True,1,10
pmc_000158,PMC000xxxxxx/PMC387822.xml,10,854,False,True,1,3
pmc_000159,PMC000xxxxxx/PMC387823.xml,12,1174,False,True,1,4
pmc_000160,PMC000xxxxxx/PMC393292.xml,548,20414,True,True,2,64
pmc_000161,PMC000xxxxxx/PMC393293.xml,14,884,False,True,1,3
pmc_000162,PMC000xxxxxx/PMC400249.xml,283,5500,False,True,1,17
pmc_000163,PMC000xxxxxx/PMC406387.xml,600,13484,True,True,2,42
pmc_000164,PMC000xxxxxx/PMC406388.xml,300,10527,False,True,1,33
pmc_000165,PMC000xxxxxx/PMC406389.xml,32,2776,False,True,1,9
pmc_000166,PMC000xxxxxx/PMC406390.xml,282,13871,False,True,1,44
pmc_000167,PMC000xxxxxx/PMC406391.xml,486,8963,False,True,2,28
pmc_000168,PMC000xxxxxx/PMC406392.xml,303,11783,False,True,1,37
pmc_000169,PMC000xxxxxx/PMC406393.xml,251,7733,False,True,1,24
pmc_000170,PMC000xxxxxx/PMC406394.xml,40,3519,False,True,1,11
pmc_000171,PMC000xxxxxx/PMC406395.xml,15,861,False,True,1,3
pmc_000172,PMC000xxxxxx/PMC406396.xml,15,851,False,True,1,3
pmc_000173,PMC000xxxxxx/PMC406397.xml,229,8887,False,True,1,28
pmc_000174,PMC000xxxxxx/PMC406398.xml,31,2422,False,True,1,8
pmc_000175,PMC000xxxxxx/PMC406399.xml,14,741,False,True,1,3
pmc_000176,PMC000xxxxxx/PMC406400.xml,43,3611,False,True,1,12
pmc_000177,PMC000xxxxxx/PMC406401.xml,41,3556,False,True,1,11
pmc_000178,PMC000xxxxxx/PMC406402.xml,36,1327,False,True,1,4
pmc_000179,PMC000xxxxxx/PMC406403.xml,33,3892,False,True,1,12
pmc_000180,PMC000xxxxxx/PMC406404.xml,14,806,False,True,1,3
pmc_000181,PMC000xxxxxx/PMC406405.xml,14,589,False,True,1,2
pmc_000182,PMC000xxxxxx/PMC406406.xml,13,840,False,True,1,3
pmc_000183,PMC000xxxxxx/PMC406407.xml,26,1616,False,True,1,5
pmc_000184,PMC000xxxxxx/PMC406408.xml,14,910,False,True,1,3
pmc_000185,PMC000xxxxxx/PMC406409.xml,33,4741,False,True,1,15
pmc_000186,PMC000xxxxxx/PMC406410.xml,3,55,False,False,1,1
pmc_000187,PMC000xxxxxx/PMC406512.xml,544,8130,True,True,2,26
pmc_000188,PMC000xxxxxx/PMC406520.xml,13,768,False,True,1,3
pmc_000189,PMC000xxxxxx/PMC423129.xml,339,12006,False,True,1,38
pmc_000190,PMC000xxxxxx/PMC423130.xml,278,6049,False,True,1,19
pmc_000191,PMC000xxxxxx/PMC423131.xml,375,11068,False,True,1,35
pmc_000192,PMC000xxxxxx/PMC423132.xml,49,3237,False,True,1,10
pmc_000193,PMC000xxxxxx/PMC423133.xml,268,18177,False,True,1,57
pmc_000194,PMC000xxxxxx/PMC423134.xml,235,14778,False,True,1,46
pmc_000195,PMC000xxxxxx/PMC423135.xml,346,8058,False,True,1,25
pmc_000196,PMC000xxxxxx/PMC423136.xml,32,1526,False,True,1,5
pmc_000197,PMC000xxxxxx/PMC423137.xml,290,10721,False,True,1,34
pmc_000198,PMC000xxxxxx/PMC423138.xml,216,11949,False,True,1,38
pmc_000199,PMC000xxxxxx/PMC423139.xml,36,3201,False,True,1,10
pmc_000200,PMC000xxxxxx/PMC423140.xml,15,1146,False,True,1,4
pmc_000201,PMC000xxxxxx/PMC423141.xml,401,9114,False,True,2,29
pmc_000202,PMC000xxxxxx/PMC423142.xml,7,877,False,True,1,3
pmc_000203,PMC000xxxxxx/PMC423143.xml,45,3307,False,True,1,11
pmc_000204,PMC000xxxxxx/PMC423144.xml,43,344,False,False,1,1
pmc_000205,PMC000xxxxxx/PMC423145.xml,22,1946,False,True,1,6
pmc_000206,PMC000xxxxxx/PMC423146.xml,370,15932,False,True,1,50
pmc_000207,PMC000xxxxxx/PMC423147.xml,45,1013,False,True,1,3
pmc_000208,PMC000xxxxxx/PMC423148.xml,15,804,False,True,1,3
pmc_000209,PMC000xxxxxx/PMC423149.xml,42,508,False,False,1,2
pmc_000210,PMC000xxxxxx/PMC423150.xml,48,523,False,True,1,2
pmc_000211,PMC000xxxxxx/PMC423151.xml,42,3800,False,True,1,12
pmc_000212,PMC000xxxxxx/PMC423152.xml,11,956,False,True,1,3
pmc_000213,PMC000xxxxxx/PMC423153.xml,17,1170,False,True,1,4
pmc_000214,PMC000xxxxxx/PMC423154.xml,10,914,False,True,1,3
pmc_000215,PMC000xxxxxx/PMC423155.xml,38,2589,False,True,1,8
pmc_000216,PMC000xxxxxx/PMC423156.xml,47,766,False,True,1,3
pmc_000217,PMC000xxxxxx/PMC423157.xml,42,871,False,True,1,3
pmc_000218,PMC000xxxxxx/PMC423158.xml,54,3761,False,True,1,12
pmc_000219,PMC000xxxxxx/PMC423159.xml,20,1183,False,True,1,4
pmc_000220,PMC000xxxxxx/PMC423160.xml,10,798,False,True,1,3
pmc_000221,PMC000xxxxxx/PMC423161.xml,11,1073,False,True,1,4
pmc_000222,PMC000xxxxxx/PMC423162.xml,12,1091,False,True,1,4
pmc_000223,PMC000xxxxxx/PMC423163.xml,17,175,False,False,1,1
pmc_000224,PMC000xxxxxx/PMC434148.xml,148,9013,False,True,1,28
pmc_000225,PMC000xxxxxx/PMC434149.xml,328,7970,False,True,1,25
pmc_000226,PMC000xxxxxx/PMC434150.xml,231,9307,False,True,1,29
pmc_000227,PMC000xxxxxx/PMC434151.xml,297,12589,False,True,1,40
pmc_000228,PMC000xxxxxx/PMC434152.xml,11,715,False,True,1,2
pmc_000229,PMC000xxxxxx/PMC434153.xml,229,7421,False,True,1,23
pmc_000230,PMC000xxxxxx/PMC434154.xml,11,989,False,True,1,3
pmc_000231,PMC000xxxxxx/PMC434155.xml,14,813,False,True,1,3
pmc_000232,PMC000xxxxxx/PMC439008.xml,21,834,False,True,1,3
pmc_000233,PMC000xxxxxx/PMC439009.xml,13,882,False,True,1,3
pmc_000234,PMC000xxxxxx/PMC439782.xml,227,8256,False,True,1,26
pmc_000235,PMC000xxxxxx/PMC439783.xml,319,22551,False,True,1,71
pmc_000236,PMC000xxxxxx/PMC449784.xml,257,12033,False,True,1,38
pmc_000237,PMC000xxxxxx/PMC449785.xml,356,16170,False,True,1,51
pmc_000238,PMC000xxxxxx/PMC449821.xml,606,16694,True,True,2,52
pmc_000239,PMC000xxxxxx/PMC449846.xml,218,5719,False,True,1,18
pmc_000240,PMC000xxxxxx/PMC449851.xml,289,5609,False,True,1,18
pmc_000241,PMC000xxxxxx/PMC449855.xml,362,11283,False,True,1,36
pmc_000242,PMC000xxxxxx/PMC449864.xml,12,779,False,True,1,3
pmc_000243,PMC000xxxxxx/PMC449866.xml,17,905,False,True,1,3
pmc_000244,PMC000xxxxxx/PMC449868.xml,42,3700,False,True,1,12
pmc_000245,PMC000xxxxxx/PMC449870.xml,294,19186,False,True,1,60
pmc_000246,PMC000xxxxxx/PMC449891.xml,13,858,False,True,1,3
pmc_000247,PMC000xxxxxx/PMC449894.xml,15,770,False,True,1,3
pmc_000248,PMC000xxxxxx/PMC449895.xml,29,1211,False,True,1,4
pmc_000249,PMC000xxxxxx/PMC449896.xml,269,8783,False,True,1,28
pmc_000250,PMC000xxxxxx/PMC449897.xml,307,13452,False,True,1,42
pmc_000251,PMC000xxxxxx/PMC449898.xml,47,4929,False,True,1,16
pmc_000252,PMC000xxxxxx/PMC449899.xml,32,3371,False,True,1,11
pmc_000253,PMC000xxxxxx/PMC449900.xml,29,1979,False,True,1,6
pmc_000254,PMC000xxxxxx/PMC449901.xml,39,2358,False,True,1,8
pmc_000255,PMC000xxxxxx/PMC449902.xml,16,872,False,True,1,3
pmc_000256,PMC000xxxxxx/PMC449903.xml,39,1844,False,True,1,6
pmc_000257,PMC000xxxxxx/PMC449904.xml,13,565,False,True,1,2
pmc_000258,PMC000xxxxxx/PMC449905.xml,14,873,False,True,1,3
pmc_000259,PMC000xxxxxx/PMC449906.xml,45,2219,False,True,1,7
pmc_000260,PMC000xxxxxx/PMC449907.xml,11,914,False,True,1,3
pmc_000261,PMC000xxxxxx/PMC449908.xml,8,831,False,True,1,3
pmc_000262,PMC000xxxxxx/PMC450293.xml,26,185,False,False,1,1
pmc_000263,PMC000xxxxxx/PMC466940.xml,203,7963,False,True,1,25
pmc_000264,PMC000xxxxxx/PMC466941.xml,201,24575,False,True,1,77
pmc_000265,PMC000xxxxxx/PMC466944.xml,204,10142,False,True,1,32
pmc_000266,PMC000xxxxxx/PMC466951.xml,304,21416,False,True,1,67
pmc_000267,PMC000xxxxxx/PMC466953.xml,252,22159,False,True,1,69
pmc_000268,PMC000xxxxxx/PMC466957.xml,320,22021,False,True,1,69
pmc_000269,PMC000xxxxxx/PMC466958.xml,226,8057,False,True,1,25
pmc_000270,PMC000xxxxxx/PMC466966.xml,397,3336,False,True,1,11
pmc_000271,PMC000xxxxxx/PMC466970.xml,258,6834,False,True,1,22
pmc_000272,PMC000xxxxxx/PMC466976.xml,570,9764,True,True,2,31
pmc_000273,PMC000xxxxxx/PMC466997.xml,340,10472,False,True,1,33
pmc_000274,PMC000xxxxxx/PMC466998.xml,229,8020,False,True,1,25
pmc_000275,PMC000xxxxxx/PMC466999.xml,322,6966,False,True,1,22
pmc_000276,PMC000xxxxxx/PMC467000.xml,306,5695,False,True,1,18
pmc_000277,PMC000xxxxxx/PMC467001.xml,352,5728,False,True,1,18
pmc_000278,PMC000xxxxxx/PMC467042.xml,630,10836,True,True,2,34
pmc_000279,PMC000xxxxxx/PMC467045.xml,179,10063,False,True,1,32
pmc_000280,PMC000xxxxxx/PMC467046.xml,416,5920,False,True,2,19
pmc_000281,PMC000xxxxxx/PMC467047.xml,525,9449,True,True,2,30
pmc_000282,PMC000xxxxxx/PMC467051.xml,370,7797,False,True,1,25
pmc_000283,PMC000xxxxxx/PMC467053.xml,11,1152,False,True,1,4
pmc_000284,PMC000xxxxxx/PMC467055.xml,7,290,False,False,1,1
pmc_000285,PMC000xxxxxx/PMC467058.xml,714,10282,True,True,2,32
pmc_000286,PMC000xxxxxx/PMC467062.xml,18,1616,False,True,1,5
pmc_000287,PMC000xxxxxx/PMC467066.xml,402,9760,False,True,2,31
pmc_000288,PMC000xxxxxx/PMC467069.xml,408,11248,False,True,2,35
pmc_000289,PMC000xxxxxx/PMC467070.xml,412,10029,False,True,2,32
pmc_000290,PMC000xxxxxx/PMC467079.xml,561,8570,True,True,2,27
pmc_000291,PMC000xxxxxx/PMC467088.xml,28,2604,False,True,1,8
pmc_000292,PMC000xxxxxx/PMC467089.xml,286,22538,False,True,1,71
pmc_000293,PMC000xxxxxx/PMC467093.xml,873,8522,True,True,3,27
pmc_000294,PMC000xxxxxx/PMC467094.xml,683,9313,True,True,2,29
pmc_000295,PMC000xxxxxx/PMC467096.xml,271,11138,False,True,1,35
pmc_000296,PMC000xxxxxx/PMC467102.xml,325,3649,False,True,1,12
pmc_000297,PMC000xxxxxx/PMC467104.xml,564,24638,True,True,2,77
pmc_000298,PMC000xxxxxx/PMC467105.xml,267,6697,False,True,1,21
pmc_000299,PMC000xxxxxx/PMC467106.xml,390,6375,False,True,1,20
pmc_000300,PMC000xxxxxx/PMC467110.xml,338,6383,False,True,1,20
pmc_000301,PMC000xxxxxx/PMC467111.xml,434,8276,False,True,2,26
pmc_000302,PMC000xxxxxx/PMC479041.xml,373,15253,False,True,1,48
pmc_000303,PMC000xxxxxx/PMC479042.xml,335,19199,False,True,1,60
pmc_000304,PMC000xxxxxx/PMC479043.xml,250,9191,False,True,1,29
pmc_000305,PMC000xxxxxx/PMC479044.xml,8,897,False,True,1,3
pmc_000306,PMC000xxxxxx/PMC479045.xml,16,1001,False,True,1,3
pmc_000307,PMC000xxxxxx/PMC479046.xml,6,865,False,True,1,3
pmc_000308,PMC000xxxxxx/PMC490026.xml,332,15625,False,True,1,49
pmc_000309,PMC000xxxxxx/PMC490027.xml,329,15247,False,True,1,48
pmc_000310,PMC000xxxxxx/PMC490028.xml,18,1064,False,True,1,4
pmc_000311,PMC000xxxxxx/PMC493266.xml,338,7636,False,True,1,24
pmc_000312,PMC000xxxxxx/PMC493268.xml,392,7502,False,True,1,24
pmc_000313,PMC000xxxxxx/PMC493271.xml,406,6152,False,True,2,19
pmc_000314,PMC000xxxxxx/PMC493273.xml,527,5239,True,True,2,17
pmc_000315,PMC000xxxxxx/PMC493275.xml,426,3017,False,True,2,10
pmc_000316,PMC000xxxxxx/PMC493280.xml,365,2048,False,True,1,7
pmc_000317,PMC000xxxxxx/PMC493283.xml,466,7378,False,True,2,23
pmc_000318,PMC000xxxxxx/PMC493285.xml,229,2102,False,True,1,7
pmc_000319,PMC000xxxxxx/PMC497040.xml,362,3018,False,True,1,10
pmc_000320,PMC000xxxxxx/PMC497041.xml,311,3950,False,True,1,13
pmc_000321,PMC000xxxxxx/PMC497042.xml,581,7494,True,True,2,24
pmc_000322,PMC000xxxxxx/PMC497044.xml,530,5107,True,True,2,16
pmc_000323,PMC000xxxxxx/PMC497045.xml,354,4154,False,True,1,13
pmc_000324,PMC000xxxxxx/PMC497047.xml,610,6371,True,True,2,20
pmc_000325,PMC000xxxxxx/PMC497048.xml,305,7191,False,True,1,23
pmc_000326,PMC000xxxxxx/PMC497049.xml,355,6548,False,True,1,21
pmc_000327,PMC000xxxxxx/PMC497050.xml,118,1911,False,True,1,6
pmc_000328,PMC000xxxxxx/PMC497052.xml,292,3506,False,True,1,11
pmc_000329,PMC000xxxxxx/PMC497053.xml,14,217,False,False,1,1
pmc_000330,PMC000xxxxxx/PMC499542.xml,324,3807,False,True,1,12
pmc_000331,PMC000xxxxxx/PMC499543.xml,208,4641,False,True,1,15
pmc_000332,PMC000xxxxxx/PMC499548.xml,450,3390,False,True,2,11
pmc_000333,PMC000xxxxxx/PMC499549.xml,169,5337,False,True,1,17
pmc_000334,PMC000xxxxxx/PMC503385.xml,614,9916,True,True,2,31
pmc_000335,PMC000xxxxxx/PMC503386.xml,368,5107,False,True,1,16
pmc_000336,PMC000xxxxxx/PMC503387.xml,443,7040,False,True,2,22
pmc_000337,PMC000xxxxxx/PMC503389.xml,478,5774,False,True,2,18
pmc_000338,PMC000xxxxxx/PMC503390.xml,194,5093,False,True,1,16
pmc_000339,PMC000xxxxxx/PMC503391.xml,373,3881,False,True,1,12
pmc_000340,PMC000xxxxxx/PMC503393.xml,398,10265,False,True,1,32
pmc_000341,PMC000xxxxxx/PMC503394.xml,458,7279,False,True,2,23
pmc_000342,PMC000xxxxxx/PMC503395.xml,540,10774,True,True,2,34
pmc_000343,PMC000xxxxxx/PMC503396.xml,363,4714,False,True,1,15
pmc_000344,PMC000xxxxxx/PMC503397.xml,353,4328,False,True,1,14
pmc_000345,PMC000xxxxxx/PMC503398.xml,481,4795,False,True,2,15
pmc_000346,PMC000xxxxxx/PMC503399.xml,204,2307,False,True,1,7
pmc_000347,PMC000xxxxxx/PMC503400.xml,436,7952,False,True,2,25
pmc_000348,PMC000xxxxxx/PMC506778.xml,341,3677,False,True,1,12
