record_id,source_file,title_abstract_token_len,full_token_len,exceeds_512_title_abstract,exceeds_512_full,estimated_chunks_title_abstract,estimated_chunks_full
pmc_001417,PMC000xxxxxx/PMC529460.xml,240,5308,False,True,1,17
pmc_001418,PMC000xxxxxx/PMC529461.xml,317,5398,False,True,1,17
pmc_001419,PMC000xxxxxx/PMC529462.xml,409,5636,False,True,2,18
pmc_001420,PMC000xxxxxx/PMC529463.xml,399,6214,False,True,1,20
pmc_001421,PMC000xxxxxx/PMC529464.xml,240,5124,False,True,1,16
pmc_001422,PMC000xxxxxx/PMC529465.xml,355,3869,False,True,1,12
pmc_001423,PMC000xxxxxx/PMC529466.xml,324,2829,False,True,1,9
pmc_001424,PMC000xxxxxx/PMC529467.xml,330,12253,False,True,1,39
pmc_001425,PMC000xxxxxx/PMC529468.xml,267,5201,False,True,1,17
pmc_001426,PMC000xxxxxx/PMC529469.xml,459,5482,False,True,2,17
pmc_001427,PMC000xxxxxx/PMC529470.xml,460,4593,False,True,2,15
pmc_001428,PMC000xxxxxx/PMC529471.xml,393,3753,False,True,1,12
pmc_001429,PMC000xxxxxx/PMC531613.xml,36,2471,False,True,1,8
pmc_001430,PMC000xxxxxx/PMC532387.xml,299,11388,False,True,1,36
pmc_001431,PMC000xxxxxx/PMC532388.xml,322,7336,False,True,1,23
pmc_001432,PMC000xxxxxx/PMC532389.xml,248,10374,False,True,1,33
pmc_001433,PMC000xxxxxx/PMC532390.xml,285,8363,False,True,1,26
pmc_001434,PMC000xxxxxx/PMC532391.xml,150,12394,False,True,1,39
pmc_001435,PMC000xxxxxx/PMC532392.xml,398,19740,False,True,1,62
pmc_001436,PMC000xxxxxx/PMC532393.xml,223,9422,False,True,1,30
pmc_001437,PMC000xxxxxx/PMC532394.xml,11,762,False,True,1,3
pmc_001438,PMC000xxxxxx/PMC532395.xml,11,835,False,True,1,3
pmc_001439,PMC000xxxxxx/PMC532396.xml,7,779,False,True,1,3
pmc_001440,PMC000xxxxxx/PMC532397.xml,13,822,False,True,1,3
pmc_001441,PMC000xxxxxx/PMC532398.xml,18,871,False,True,1,3
pmc_001442,PMC000xxxxxx/PMC532399.xml,8,728,False,True,1,3
pmc_001443,PMC000xxxxxx/PMC532400.xml,12,753,False,True,1,3
pmc_001444,PMC000xxxxxx/PMC533858.xml,340,11842,False,True,1,37
pmc_001445,PMC000xxxxxx/PMC533859.xml,626,5470,True,True,2,17
pmc_001446,PMC000xxxxxx/PMC533860.xml,357,4609,False,True,1,15
pmc_001447,PMC000xxxxxx/PMC533861.xml,141,5435,False,True,1,17
pmc_001448,PMC000xxxxxx/PMC533862.xml,128,9969,False,True,1,31
pmc_001449,PMC000xxxxxx/PMC533863.xml,349,6352,False,True,1,20
pmc_001450,PMC000xxxxxx/PMC533864.xml,361,6747,False,True,1,21
pmc_001451,PMC000xxxxxx/PMC533865.xml,241,4585,False,True,1,15
pmc_001452,PMC000xxxxxx/PMC533866.xml,378,1927,False,True,1,6
