metric,value
data_dir,data/raw/pmc_oa_comm
target_limit,3028
selected_xml,3028
parsed_success,3028
parsed_failed,0
dataset_num_rows,3028
dataset_columns,"record_id,source_file,title,abstract,body,journal,pub_date,pub_year,pmid,pmcid,article_type,text_title_abstract,text_full"
