id,record_id,route,chunk_strategy,source_file,title,section_title,section_index,section_source,chunk_index,chunk_count,within_section_chunk_index,within_section_chunk_count,chunk_chars,chunk_token_len
pmc_000007::chunk_00002,pmc_000007,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC193606.xml,Biological Clock Depends on Many Parts Working Together,Full text fallback,0,no_section_recursive_fallback,2,3,2,3,1142,203
pmc_000008::chunk_00000,pmc_000008,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC193607.xml,New Genomic Approach Predicts True Evolutionary History of Bacterial Genomes,Full text fallback,0,no_section_recursive_fallback,0,3,0,3,76,15
pmc_000008::chunk_00001,pmc_000008,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC193607.xml,New Genomic Approach Predicts True Evolutionary History of Bacterial Genomes,Full text fallback,0,no_section_recursive_fallback,1,3,1,3,2191,393
pmc_000008::chunk_00002,pmc_000008,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC193607.xml,New Genomic Approach Predicts True Evolutionary History of Bacterial Genomes,Full text fallback,0,no_section_recursive_fallback,2,3,2,3,1571,307
pmc_000009::chunk_00000,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Title and abstract,-1,record_title_abstract,0,29,0,1,1481,369
pmc_000009::chunk_00001,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Background,0,xml_top_level_sec,1,29,0,3,10,3
pmc_000009::chunk_00002,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Background,0,xml_top_level_sec,2,29,1,3,1383,388
pmc_000009::chunk_00003,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Background,0,xml_top_level_sec,3,29,2,3,1469,382
pmc_000009::chunk_00004,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,4,29,0,8,7,3
pmc_000009::chunk_00005,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,5,29,1,8,1621,398
pmc_000009::chunk_00006,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,6,29,2,8,1323,357
pmc_000009::chunk_00007,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,7,29,3,8,1445,363
pmc_000009::chunk_00008,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,8,29,4,8,1643,398
pmc_000009::chunk_00009,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,9,29,5,8,1529,399
pmc_000009::chunk_00010,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,10,29,6,8,1427,367
pmc_000009::chunk_00011,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Results,1,xml_top_level_sec,11,29,7,8,825,236
pmc_000009::chunk_00012,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,12,29,0,7,10,3
pmc_000009::chunk_00013,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,13,29,1,7,1600,349
pmc_000009::chunk_00014,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,14,29,2,7,1583,371
pmc_000009::chunk_00015,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,15,29,3,7,1435,349
pmc_000009::chunk_00016,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,16,29,4,7,1682,382
pmc_000009::chunk_00017,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,17,29,5,7,1904,383
pmc_000009::chunk_00018,pmc_000009,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Discussion,2,xml_top_level_sec,18,29,6,7,1132,236
pmc_000009::chunk_00019,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Conclusions,3,xml_top_level_sec,19,29,0,1,928,211
pmc_000009::chunk_00020,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Cell culture,4,xml_top_level_sec,20,29,0,1,706,177
pmc_000009::chunk_00021,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Transient Transfection,5,xml_top_level_sec,21,29,0,1,382,103
pmc_000009::chunk_00022,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Generation of fusion proteins,6,xml_top_level_sec,22,29,0,1,1419,437
pmc_000009::chunk_00023,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Immunoprecipitation assay,7,xml_top_level_sec,23,29,0,1,822,244
pmc_000009::chunk_00024,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Immunoblotting,8,xml_top_level_sec,24,29,0,1,546,136
pmc_000009::chunk_00025,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,PLD activity assay,9,xml_top_level_sec,25,29,0,1,879,230
pmc_000009::chunk_00026,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Digitonin treatment,10,xml_top_level_sec,26,29,0,1,485,134
pmc_000009::chunk_00027,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,In vitro ARF activation assay,11,xml_top_level_sec,27,29,0,1,706,205
pmc_000009::chunk_00028,pmc_000009,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212319.xml,The Guanine Nucleotide Exchange Factor ARNO mediates the activation of ARF and phospholipase D by insulin,Confocal microscopy,12,xml_top_level_sec,28,29,0,1,1249,308
pmc_000010::chunk_00000,pmc_000010,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Title and abstract,-1,record_title_abstract,0,48,0,1,1867,405
pmc_000010::chunk_00001,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,1,48,0,7,12,3
pmc_000010::chunk_00002,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,2,48,1,7,1445,377
pmc_000010::chunk_00003,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,3,48,2,7,1415,369
pmc_000010::chunk_00004,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,4,48,3,7,1696,381
pmc_000010::chunk_00005,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,5,48,4,7,1753,392
pmc_000010::chunk_00006,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,6,48,5,7,1601,396
pmc_000010::chunk_00007,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Introduction,0,xml_top_level_sec,7,48,6,7,949,254
pmc_000010::chunk_00008,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,8,48,0,20,7,3
pmc_000010::chunk_00009,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,9,48,1,20,1488,382
pmc_000010::chunk_00010,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,10,48,2,20,1449,364
pmc_000010::chunk_00011,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,11,48,3,20,1446,388
pmc_000010::chunk_00012,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,12,48,4,20,1547,402
pmc_000010::chunk_00013,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,13,48,5,20,1529,374
pmc_000010::chunk_00014,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,14,48,6,20,1604,388
pmc_000010::chunk_00015,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,15,48,7,20,1653,374
pmc_000010::chunk_00016,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,16,48,8,20,1727,401
pmc_000010::chunk_00017,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,17,48,9,20,1458,391
pmc_000010::chunk_00018,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,18,48,10,20,1580,354
pmc_000010::chunk_00019,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,19,48,11,20,1583,381
pmc_000010::chunk_00020,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,20,48,12,20,1622,389
pmc_000010::chunk_00021,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,21,48,13,20,1633,368
pmc_000010::chunk_00022,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,22,48,14,20,1555,375
pmc_000010::chunk_00023,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,23,48,15,20,1806,378
pmc_000010::chunk_00024,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,24,48,16,20,1878,388
pmc_000010::chunk_00025,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,25,48,17,20,1576,355
pmc_000010::chunk_00026,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,26,48,18,20,1567,366
pmc_000010::chunk_00027,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Results,1,xml_top_level_sec,27,48,19,20,492,118
pmc_000010::chunk_00028,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,28,48,0,13,10,3
pmc_000010::chunk_00029,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,29,48,1,13,1626,373
pmc_000010::chunk_00030,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,30,48,2,13,1611,389
pmc_000010::chunk_00031,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,31,48,3,13,1568,379
pmc_000010::chunk_00032,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,32,48,4,13,1567,392
pmc_000010::chunk_00033,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,33,48,5,13,1814,398
pmc_000010::chunk_00034,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,34,48,6,13,1815,382
pmc_000010::chunk_00035,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,35,48,7,13,1696,390
pmc_000010::chunk_00036,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,36,48,8,13,1688,388
pmc_000010::chunk_00037,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,37,48,9,13,1642,349
pmc_000010::chunk_00038,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,38,48,10,13,1512,316
pmc_000010::chunk_00039,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,39,48,11,13,1724,381
pmc_000010::chunk_00040,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Discussion,2,xml_top_level_sec,40,48,12,13,1338,269
pmc_000010::chunk_00041,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Materials and Methods,3,xml_top_level_sec,41,48,0,6,21,5
pmc_000010::chunk_00042,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Materials and Methods,3,xml_top_level_sec,42,48,1,6,1145,335
pmc_000010::chunk_00043,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Materials and Methods,3,xml_top_level_sec,43,48,2,6,1272,333
pmc_000010::chunk_00044,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Materials and Methods,3,xml_top_level_sec,44,48,3,6,1190,372
pmc_000010::chunk_00045,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Materials and Methods,3,xml_top_level_sec,45,48,4,6,1366,359
pmc_000010::chunk_00046,pmc_000010,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Materials and Methods,3,xml_top_level_sec,46,48,5,6,956,241
pmc_000010::chunk_00047,pmc_000010,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212687.xml,A Functional Analysis of the Spacer of V(D)J Recombination Signal Sequences,Supporting Information,4,xml_top_level_sec,47,48,0,1,354,84
pmc_000011::chunk_00000,pmc_000011,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212688.xml,Functional Analysis of RSS Spacers,Full text fallback,0,no_section_recursive_fallback,0,4,0,4,34,9
pmc_000011::chunk_00001,pmc_000011,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212688.xml,Functional Analysis of RSS Spacers,Full text fallback,0,no_section_recursive_fallback,1,4,1,4,1781,376
pmc_000011::chunk_00002,pmc_000011,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212688.xml,Functional Analysis of RSS Spacers,Full text fallback,0,no_section_recursive_fallback,2,4,2,4,1871,399
pmc_000011::chunk_00003,pmc_000011,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212688.xml,Functional Analysis of RSS Spacers,Full text fallback,0,no_section_recursive_fallback,3,4,3,4,526,101
pmc_000012::chunk_00000,pmc_000012,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Title and abstract,-1,record_title_abstract,0,14,0,1,169,29
pmc_000012::chunk_00001,pmc_000012,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Benefits Emerging,0,xml_top_level_sec,1,14,0,1,2297,458
pmc_000012::chunk_00002,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Risky Business,1,xml_top_level_sec,2,14,0,6,14,4
pmc_000012::chunk_00003,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Risky Business,1,xml_top_level_sec,3,14,1,6,1962,389
pmc_000012::chunk_00004,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Risky Business,1,xml_top_level_sec,4,14,2,6,1795,385
pmc_000012::chunk_00005,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Risky Business,1,xml_top_level_sec,5,14,3,6,2030,395
pmc_000012::chunk_00006,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Risky Business,1,xml_top_level_sec,6,14,4,6,1923,373
pmc_000012::chunk_00007,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Risky Business,1,xml_top_level_sec,7,14,5,6,746,139
pmc_000012::chunk_00008,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Do Risks Differ for Developing Nations?,2,xml_top_level_sec,8,14,0,5,39,9
pmc_000012::chunk_00009,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Do Risks Differ for Developing Nations?,2,xml_top_level_sec,9,14,1,5,2119,401
pmc_000012::chunk_00010,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Do Risks Differ for Developing Nations?,2,xml_top_level_sec,10,14,2,5,1842,381
pmc_000012::chunk_00011,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Do Risks Differ for Developing Nations?,2,xml_top_level_sec,11,14,3,5,1960,382
pmc_000012::chunk_00012,pmc_000012,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Do Risks Differ for Developing Nations?,2,xml_top_level_sec,12,14,4,5,2008,367
pmc_000012::chunk_00013,pmc_000012,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212689.xml,Genetically Modified Corn— Environmental Benefits and Risks,Conclusion,3,xml_top_level_sec,13,14,0,1,1575,293
pmc_000013::chunk_00000,pmc_000013,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212690.xml,Out of the Way,Full text fallback,0,no_section_recursive_fallback,0,5,0,5,140,28
pmc_000013::chunk_00001,pmc_000013,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212690.xml,Out of the Way,Full text fallback,0,no_section_recursive_fallback,1,5,1,5,1926,373
pmc_000013::chunk_00002,pmc_000013,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212690.xml,Out of the Way,Full text fallback,0,no_section_recursive_fallback,2,5,2,5,2007,399
pmc_000013::chunk_00003,pmc_000013,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212690.xml,Out of the Way,Full text fallback,0,no_section_recursive_fallback,3,5,3,5,1953,359
pmc_000013::chunk_00004,pmc_000013,recursive_fallback_no_section,recursive_fulltext_no_section,PMC000xxxxxx/PMC212690.xml,Out of the Way,Full text fallback,0,no_section_recursive_fallback,4,5,4,5,1641,328
pmc_000014::chunk_00000,pmc_000014,semantic_section,section_whole_under_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Title and abstract,-1,record_title_abstract,0,71,0,1,2025,427
pmc_000014::chunk_00001,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Introduction,0,xml_top_level_sec,1,71,0,6,12,3
pmc_000014::chunk_00002,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Introduction,0,xml_top_level_sec,2,71,1,6,1936,357
pmc_000014::chunk_00003,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Introduction,0,xml_top_level_sec,3,71,2,6,1828,395
pmc_000014::chunk_00004,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Introduction,0,xml_top_level_sec,4,71,3,6,1321,336
pmc_000014::chunk_00005,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Introduction,0,xml_top_level_sec,5,71,4,6,1935,398
pmc_000014::chunk_00006,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Introduction,0,xml_top_level_sec,6,71,5,6,1287,236
pmc_000014::chunk_00007,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,7,71,0,43,7,3
pmc_000014::chunk_00008,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,8,71,1,43,1599,398
pmc_000014::chunk_00009,pmc_000014,semantic_section,section_recursive_over_512,PMC000xxxxxx/PMC212691.xml,The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway,Results,1,xml_top_level_sec,9,71,2,43,1636,387
